STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,Description,Facility Carried,Bridge Location,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,Year Built,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,FED_AGENCY,STATUS,Sufficiency Rating,Map Location
100106001801061,1,8,0,C3002,3,1,28600,'SUCKER BROOK            ','  C3002  FH10     ','3.1 MI TO JCT W CL3 TH5  ',99.99,0,0,,,43545600,73010200,42,3,3,3,9,1999,2,0,124,2007,9,6.4,0,42,0,1,1,1,1,5,0,0,0,A,1,5,7,1,0,0,1,0,7.2,7.9,9.1,0,0,7.2,7.8,99.99,N,0,N,0,0,8,8,8,7,N,2,89.1,2,88.2,8,N,N,5,7,8,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,3,,0,2,0,8,8,0,7,2,0,,Y,8,186,2027,N,0,93.7,"(43545600, 73010200)"
100107001401071,1,8,0,C3002,4,1,29575,'ALDER MEADOW BROOK      ','  C3002           ','0.05 MI JCT 2 + VT100    ',99.99,0,0,,,43590700,72504800,6,3,3,3,9,1995,2,0,296,2007,9,7.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.1,7.9,8.5,0.2,0.2,7.1,7.8,99.99,N,0,N,0,0,8,8,8,8,N,2,74.7,2,44.1,8,4,N,5,7,8,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,2,0,,Y,8,444,2027,N,0,87.4,"(43590700, 72504800)"
100107001501071,1,8,0,C3023,4,1,29575,'THIRD BRANCH WHITE R    ','  C3023           ','AT JCT TH 23 + VT 12A    ',99.99,0,0,,,44004900,72452000,159,3,3,3,9,2007,2,0,40,2001,9,5.2,0,10,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,5.4,10.7,11.3,0,0,5.4,5.8,99.99,N,0,N,0,0,8,8,8,8,N,1,70.2,1,41.4,8,3,N,5,6,8,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,0,1,0,,Y,8,55,2029,N,0,90.7,"(44004900, 72452000)"
100107001701071,1,8,0,C3004,4,1,29575,'CLARK BROOK             ','  C3004           ','0.1 MI JCT TH 4 & TH 14  ',99.99,0,0,,,43594400,72523900,159,3,3,3,9,1950,2,0,20,2007,0,4.6,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,19,0,0,2,0,4.8,5.5,11.3,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,5,54,5,32.4,7,N,N,5,7,3,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,N,N,N,N,2,0,,Y,U,30,2027,N,2,87.8,"(43594400, 72523900)"
100107002501071,1,8,0,C3026,4,1,29575,'WHITE RIVER             ','  C3026           ','@ JCT W VT 100 & CL3 TH4 ',99.99,0,0,,,43590700,72505600,159,3,3,3,9,1985,2,0,125,2007,5,7.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,6.9,17.7,18.3,0.2,0.2,6.9,7.7,99.99,N,0,N,0,0,7,8,7,8,N,2,53.1,2,37.799999999999997,7,4,N,5,7,8,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,1,25,0,,Y,8,187,2027,N,0,84.5,"(43590700, 72505600)"
100108000701081,1,8,0,C3002,4,1,31525,'ROBBINS BR. WHITE R.    ','  C3002           ','0.01 MI TO JCT W VT125   ',99.99,0,0,,,43554600,72535600,159,3,3,3,9,1937,2,0,100,2008,2,6.7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,6.7,7.9,8.800000000000001,0.2,0.2,6.7,6.7,99.99,N,0,N,0,0,7,6,6,6,N,2,20.7,2,9.9,3,5,N,5,6,8,35,1,8.800000000000001,710,24,N  ,N  ,N  ,,,,128,35,163,2011,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,U,150,2028,N,2,50.9,"(43554600, 72535600)"
100108000801081,1,8,0,C3002,4,1,31525,'HANCOCK BR. WHITE R.    ','  C3002           ','0.6 MI TO JCT W VT125    ',99.99,0,0,,,43561300,72541400,159,3,3,3,9,1935,1,0,100,2008,2,6.4,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,4.6,9.1,10.1,0.3,0.3,4.5,4.6,99.99,N,0,N,0,0,8,7,7,5,N,2,44.1,2,23.4,6,6,N,5,7,8,35,1,10.1,710,24,Y24,N  ,N  ,710,,,99,35,134,2011,0,N,3,,0,0,0,1,6,0,0,2,0,,Y,3,150,2028,N,0,67.2,"(43561300, 72541400)"
100108001001081,1,8,0,C3001,4,1,31525,'WHITE RIVER             ','  C3001           ','0.01 MI TO JCT W VT100   ',99.99,0,0,,,43550600,72502300,10,3,3,3,9,1999,2,0,510,1999,9,6.7,0,15,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,6.5,32,32.9,0.1,0.1,6.5,7.2,99.99,N,0,N,0,0,8,8,8,7,N,1,78.3,1,46.8,8,3,N,5,7,8,,,,710,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,40,0,,Y,5,714,2019,N,2,80.7,"(43550600, 72502300)"
100109000401091,1,8,0,C3012,3,1,39325,'LEICESTER RIVER         ','  C3012           ','0.74 MI TO JCT W CL2 TH1 ',99.99,0,0,,,43515800,73085200,19,3,3,3,9,1972,2,0,100,2007,2,7.6,0,11,0,0,0,0,0,5,0,0,0,D,1,5,3,19,0,0,1,0,9.699999999999999,7.6,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,4,5,0,5,0,2,N,N,4,6,8,31,1,13.7,711,24,N  ,N  ,N  ,,,,224,150,374,2011,0,N,2,T,0,0,0,N,N,N,N,2,0,,Y,8,150,2027,N,1,40.700000000000003,"(43515800, 73085200)"
100110001201101,1,8,0,C2001,5,1,40075,'BROOK                   ','  C2001           ','0.1 MI TO JCT C3 TH 5    ',99.99,0,0,,,44042300,72590100,3,3,3,3,8,1950,2,0,200,2008,0,7.3,0,20,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,5.8,7.9,8.800000000000001,0.3,0.3,5.8,7,99.99,N,0,N,0,0,7,7,7,8,N,2,48.6,2,33.299999999999997,7,3,N,5,6,8,35,1,8.800000000000001,510,24,N  ,N  ,N  ,,,,133,35,168,2011,0,N,2,,0,0,0,1,0,0,0,3,0,,Y,8,300,2028,N,2,78,"(44042300, 72590100)"
100110001301101,1,8,0,C2001,5,1,40075,'COTA BROOK              ','  C2001           ','0.5 MI TO JCT W CL2 TH2  ',99.99,0,0,,,44052000,72584700,8,3,3,3,8,1939,2,0,400,2008,9,7.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,1,0,6.6,11,11.6,0.4,0.4,6.6,7.3,99.99,N,0,N,0,0,8,8,8,6,N,5,54,5,38.700000000000003,8,4,N,5,5,6,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,2000,2,6,2,1,3,0,,Y,7,600,2028,N,0,81.8,"(44052000, 72584700)"
100110001401101,1,8,0,C2001,5,1,40075,'NEW HAVEN RIVER         ','  C2001           ','0.2 MI TO JCT C3 TH 5    ',99.99,0,0,,,44043400,72585600,3,3,3,3,9,1939,2,0,200,2008,0,7.3,0,10,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,6.7,15.5,16.5,0.1,0.1,6.7,7.8,99.99,N,0,N,0,0,7,6,7,8,N,2,34.200000000000003,2,20.7,6,4,N,5,6,8,35,1,16.5,510,24,N  ,N  ,N  ,,,,275,35,310,2011,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,8,300,2028,N,0,72.900000000000006,"(44043400, 72585600)"
100110001601101,1,8,0,C2003,5,1,40075,'BEAVER RIVER            ','  C2003           ','@ JCT W CL3 TH8          ',99.99,0,0,,,44065800,72596000,5,3,3,3,8,1937,2,0,250,2008,0,7.3,0,40,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,6.3,21.6,22.9,0.1,0.1,6.3,7.1,99.99,N,0,N,0,0,5,5,6,7,N,1,47.7,1,28.8,5,4,N,5,8,3,35,1,22.9,610,24,N  ,N  ,N  ,,,,351,35,386,2011,0,N,2,,0,0,1996,1,6,2,0,3,0,,Y,8,375,2028,N,2,64.7,"(44065800, 72596000)"
100110001801101,1,8,0,C3033,5,1,40075,'NEW HAVEN RIVER         ','  C3033           ','AT JCT TH 33 & C2 TH 1   ',99.99,0,0,,,44041500,72582300,3,3,3,3,9,1941,2,0,200,2008,0,6.7,0,30,0,1,1,0,0,5,0,0,0,A,1,5,3,2,0,0,2,0,6.1,17.399999999999999,36,0.1,0.1,6.1,6.6,99.99,N,0,N,0,0,6,6,5,8,N,2,27.9,2,15.3,4,4,N,5,7,6,31,1,43.3,510,24,N  ,N  ,N  ,,,,611,150,761,2011,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,8,300,2028,N,0,49.4,"(44041500, 72582300)"
100110004401101,1,8,0,C3033,5,1,40075,'NEW HAVEN RIVER         ','  C3033  FH13B    ','0.1 MI TO JCT C3 TH 36   ',99.99,0,0,,,44023900,72572900,159,3,3,3,9,2002,2,0,25,2008,9,5.8,0,9,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,1,0,5.6,11.3,11.9,0,0,5.6,6.1,99.99,N,0,N,0,0,8,8,8,7,N,1,45.9,1,42.3,8,4,N,5,6,8,,,,510,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,2,0,1,2,0,1,2,0,,Y,8,37,2028,N,0,92.8,"(44023900, 72572900)"
100110004601101,1,8,0,C3006,5,1,40075,'NEW HAVEN RIVER         ','  C3006           ','@ JCT W CL2 TH1          ',99.99,0,0,,,44070800,73011000,8,3,3,3,9,1919,2,0,200,2008,5,6.1,0,5,0,0,1,1,1,3,0,0,0,A,1,5,3,10,0,0,1,0,6.1,24.4,25.9,0,0,6.2,6.5,99.99,N,0,N,0,0,7,5,7,7,N,2,18,2,7.2,3,4,N,5,6,7,35,1,25.9,610,24,Y24,N  ,N  ,610,,,360,35,395,2011,0,N,2,,0,0,0,1,0,0,0,1,0,,Y,7,300,2028,N,2,28.9,"(44070800, 73011000)"
100110004701101,1,8,0,C3045,5,1,40075,'NEW HAVEN RIVER         ','  C3045           ','0.01 MI TO JCT W CL2 TH1 ',99.99,0,0,,,44050800,72585000,159,3,3,3,9,1919,1,0,50,2008,0,5.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,3.5,22.9,23.8,0,0,3.5,4.3,99.99,N,0,N,0,0,7,5,7,7,N,2,19.8,2,12.6,4,3,N,5,6,6,31,1,30.8,510,24,N  ,N  ,N  ,,,,283,150,433,2011,0,N,3,,0,0,0,8,7,0,7,2,0,,Y,U,75,2028,N,2,39.1,"(44050800, 72585000)"
100110004801101,1,8,0,C3009,5,1,40075,'NEW HAVEN RIVER         ','  C3009           ','@ JCT W CL2 TH1          ',99.99,0,0,,,44062000,72594900,8,3,3,3,9,2009,2,0,410,2003,9,6.1,0,65,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,6.6,25.9,26.5,0.6,1.6,6.6,9.199999999999999,99.99,N,0,N,0,0,8,8,8,8,N,1,89.1,1,63,8,3,N,5,8,8,,,,510,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,1,0,,Y,8,540,2028,N,0,80.8,"(44062000, 72594900)"
100111001001111,1,8,0,C2006,5,1,44350,'MUDDY BRANCH            ','  C2006           ','0.8 MI TO JCT C2 TH 6    ',99.99,0,0,,,44015200,73075500,10,3,3,3,8,1960,2,0,650,2008,4,8.199999999999999,0,10,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,0,1,0,8.6,7,7.3,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,5,5,54,5,32.4,5,N,N,5,6,7,,,,710,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,N,N,N,N,3,0,,Y,5,975,2028,N,0,88.7,"(44015200, 73075500)"
100111001101111,1,8,0,C2010,5,1,44350,'MIDDLEBURY RIVER        ','  C2010           ','0.05 MI TO JCT W C3 TH19 ',99.99,0,0,,,43574800,73081800,8,3,3,3,9,1980,2,0,600,2008,5,7.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,7.1,26.8,27.7,0.1,0.1,7.1,7.7,99.99,N,0,N,0,0,8,8,6,6,N,2,68.400000000000006,2,34.200000000000003,6,4,N,5,6,8,,,,710,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,1,2,0,,Y,8,900,2028,N,0,87.2,"(43574800, 73081800)"
100111002001111,1,8,0,C3033,5,1,44350,'MIDDLEBURY RIVER        ','  C3033           ','0.05 MI TO JCT RT 125    ',99.99,0,0,,,43581800,73054900,159,3,3,3,9,2002,2,0,80,1998,9,5.5,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,5.1,28,29.3,0.2,0.2,5.1,5.9,99.99,N,0,N,0,0,8,8,8,8,N,1,72.900000000000006,1,44.1,8,3,N,5,6,8,,,,710,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,1,0,,Y,8,112,2018,N,2,82.8,"(43581800, 73054900)"
100111002101111,1,8,0,C3023,5,1,44350,'MIDDLEBURY RIVER        ','  C3023           ','0.05 MI TO JCT W VT125   ',99.99,0,0,,,43581300,73052900,8,3,3,3,9,2009,2,0,600,2008,0,7.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,5,0,0,1,0,7.2,23.8,24.4,0.6,0.6,7.2,8.5,99.99,N,0,N,0,0,8,8,8,8,N,3,42.3,3,33.299999999999997,8,4,N,5,8,8,35,1,24.4,510,24,N  ,N  ,N  ,,,,448,35,483,2011,0,N,2,,0,0,0,1,0,0,1,2,0,,Y,8,900,2028,N,0,79.7,"(43581300, 73052900)"
100111002301111,1,8,0,C3010,5,1,44350,'MUDDY BRANCH            ','  C3010           ','0.4 MI TO JCT C3 TH 8    ',3.15,0,0,,,44030000,73082700,159,3,3,3,9,1824,1,0,10,2008,0,4.3,0,5,0,0,0,1,1,1,0,0,0,A,1,5,7,10,0,0,1,0,3.7,19.2,20.7,0,0,3.7,3.7,2.92,N,0,N,0,0,7,5,8,8,N,5,7.2,5,7.2,3,3,N,4,8,3,35,1,20.7,710,24,N  ,N  ,N  ,,,,163,35,198,2011,0,N,3,,0,0,1994,8,7,0,7,2,0,,Y,8,15,2028,N,2,18.5,"(44030000, 73082700)"
100112002101121,1,8,0,C3034,5,1,45550,'LITTLE OTTER CREEK      ','  C3034           ','0.2 MI TO JCT W CL2 TH1  ',99.99,0,0,,,44110500,73103800,6,3,3,3,9,1967,2,0,200,2008,3,6.1,0,20,0,0,0,1,0,5,0,0,0,A,1,5,3,2,3,19,1,3,5.3,7.9,17.7,0,0,5.3,5.5,99.99,N,0,N,0,0,6,6,7,7,N,5,13.5,5,13.5,4,2,N,5,6,7,35,1,17.7,610,24,N  ,N  ,N  ,,,,211,35,246,2011,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,3,300,2028,N,2,50.1,"(44110500, 73103800)"
100112002201121,1,8,0,C2006,5,1,45550,'LEWIS CREEK             ','  C2006           ','0.17 MI TO JCT W C3 TH19 ',99.99,0,0,,,44163700,73045300,6,3,3,3,9,1975,2,0,350,2008,4,7.3,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,6.8,18.899999999999999,19.5,0.2,0.2,6.8,7.5,99.99,N,0,N,0,0,8,8,6,7,N,2,56.7,2,32.4,6,4,N,5,6,6,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,8,525,2028,N,0,81.400000000000006,"(44163700, 73045300)"
100113001101131,1,8,0,C2004,5,1,48700,'NEW HAVEN RIVER         ','  C2004           ','0.01 MI TO JCT W CL2 TH2 ',99.99,0,0,,,44053200,73062800,5,3,3,3,8,1969,2,0,800,2008,4,8.5,0,0,0,1,0,0,0,5,0,0,0,A,5,5,6,4,0,0,2,0,7.3,14.6,30.5,0.2,1.3,7.3,9.6,99.99,N,0,N,0,0,8,8,7,7,N,5,54,5,32.4,7,4,N,5,7,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,2,0,0,3,0,,Y,8,1200,2028,N,0,80.8,"(44053200, 73062800)"
100113001701131,1,8,0,C3020,5,1,48700,'BR LITTLE OTTER CRK     ','  C3020           ','0.2 MI TO JCT C3 TH 8    ',99.99,0,0,,,44085400,73104500,6,3,3,3,9,1919,2,0,70,2008,0,7.3,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,7.3,8.5,9.800000000000001,0,0,7.3,7.5,99.99,N,0,N,0,0,7,6,6,4,N,2,50.4,2,34.200000000000003,6,6,N,5,6,7,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1988,1,0,0,0,2,0,,Y,7,105,2028,N,0,97,"(44085400, 73104500)"
100113001901131,1,8,0,C3009,5,1,48700,'BR LITTLE OTTER CRK     ','  C3009           ','0.2 MI TO JCT C3 TH 8    ',99.99,0,0,,,44092700,73100400,6,3,3,3,9,1919,2,0,200,2008,0,6.7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,5.9,8.199999999999999,10.7,0,0,5.9,6.2,99.99,N,0,N,0,0,7,6,5,6,N,1,21.6,1,12.6,4,3,N,5,6,8,31,1,17.100000000000001,610,24,N  ,N  ,N  ,,,,225,150,375,2011,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,U,300,2028,N,2,40.1,"(44092700, 73100400)"
100113002201131,1,8,0,C3024,5,1,48700,'BROOK                   ','  C3024           ','0.3 MI S JCT VT 17       ',99.99,0,0,,,44051800,73134400,8,3,3,3,9,1980,2,0,100,2008,5,7.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.3,7,7.9,0,0,7.3,7.8,99.99,N,0,N,0,0,7,7,7,6,N,2,89.1,2,52.2,7,6,N,5,6,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,8,150,2028,N,0,100,"(44051800, 73134400)"
100113002501131,1,8,0,C3008,5,1,48700,'VERMONT RAILWAY         ','  C3008           ','0.7 MI TO JCT W US7      ',99.99,0,0,,,44083800,73111900,10,3,1,1,9,1997,2,0,229,2008,9,6.7,0,6,0,1,1,1,1,5,N,0,0,A,1,2,3,2,0,0,1,0,6.5,36.6,37.799999999999997,0.1,0.1,6.5,7.2,99.99,R,6.93,R,2.7,0,7,8,8,N,N,2,78.3,2,42.3,8,4,4,5,N,7,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,1,2,0,,Y,N,343,2028,N,0,85.4,"(44083800, 73111900)"
100113002601131,1,8,0,C3007,5,1,48700,'OTTER CREEK             ','  C3007           ','0.5 MI TO JCT C3 TH 25   ',4.98,0,0,,,44041600,73113900,10,3,3,3,9,1908,1,0,650,2008,4,5.2,0,0,0,0,0,0,0,3,0,0,0,P,1,5,3,10,0,0,1,0,4.7,45.1,46.3,0.2,0.2,4.7,4.9,4.32,N,0,N,0,0,8,7,8,6,N,1,34.200000000000003,1,20.7,5,2,N,0,0,3,35,1,46.3,610,24,Y24,N  ,N  ,610,,,486,35,521,2011,0,N,3,,0,0,2008,8,7,0,7,2,0,,Y,8,975,2028,N,0,55.5,"(44041600, 73113900)"
100113003001131,1,8,0,C2005,5,1,48700,'NEW HAVEN RIVER         ','  C2005           ','0.25 MI TO JCT W US7     ',99.99,0,0,,,44034400,73101600,6,3,3,3,9,1927,2,0,200,2008,0,7.3,0,0,0,1,0,0,0,5,0,0,0,A,1,5,1,4,0,0,4,0,6.3,13.7,55.2,0.1,0.1,6.3,7.1,99.99,N,0,N,0,0,5,5,5,4,N,5,54,5,32.4,5,4,N,5,6,7,35,1,55.2,610,24,N  ,Y60,N  ,,908,,840,35,875,2011,0,N,2,,0,0,0,1,6,0,0,1,0,,Y,2,300,2028,N,0,68.900000000000006,"(44034400, 73101600)"
100114000301141,1,8,0,C2002,3,1,53725,'S. FORK EAST CREEK      ','  C2002           ','0.3 MI TO JCT W VT73     ',99.99,0,0,,,43480800,73190500,6,3,3,3,8,1950,2,0,460,2007,5,7.3,0,27,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,7.4,17.7,18,0,0,7.4,7.8,99.99,N,0,N,0,0,8,7,6,7,N,1,74.7,1,44.1,6,4,N,5,7,8,,,,411,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1994,1,6,2,0,3,0,,Y,8,690,2027,N,0,88.9,"(43480800, 73190500)"
100114000901141,1,8,0,C3025,3,1,53725,'LEMON FAIR RIVER        ','  C3025           ','1.0 MI N JCT VT 73       ',99.99,0,0,,,43484800,73140800,14,3,3,3,9,1982,2,0,50,2007,5,7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.4,7.6,8.5,0,0,7.4,7.7,99.99,N,0,N,0,0,8,8,8,8,N,1,73.8,1,44.1,8,6,N,5,8,7,,,,411,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,8,75,2027,N,0,100,"(43484800, 73140800)"
100114001101141,1,8,0,C3010,3,1,53725,'LEMON FAIR RIVER        ','  C3010           ','0.4 MI TO JCT W CL3 TH4  ',99.99,0,0,,,43504700,73141100,14,3,3,3,9,1991,2,0,20,2007,5,7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,1,0,6.9,11.6,12.2,0,0,6.9,7.3,99.99,N,0,N,0,0,7,8,8,8,N,5,54,5,32.4,8,5,N,5,6,8,,,,411,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,2,6,2,0,2,0,,Y,8,30,2027,N,0,99,"(43504700, 73141100)"
100114001201141,1,8,0,C3027,3,1,53725,'EAST CREEK              ','  C3027           ','0.25 MI TO JCT W VT22A   ',99.99,0,0,,,43473200,73184500,6,3,3,3,9,1979,2,0,150,2007,4,7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,1,0,6.9,13.4,14,0,0,6.9,7.5,99.99,N,0,N,0,0,8,8,7,8,N,2,41.4,2,38.700000000000003,7,4,N,5,8,8,,,,411,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,2,0,0,0,2,0,,Y,8,225,2027,N,0,90.5,"(43473200, 73184500)"
100116000301161,1,8,0,C2001,5,1,59650,'N. BR. MIDDLEBURY R.    ','  C2001           ','0.6 MI TO JCT C3 TH 3    ',99.99,0,0,,,43595600,73012400,10,3,3,3,8,1934,2,0,180,2008,2,7.3,0,45,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,6,21.9,22.6,0,0,6,7.1,99.99,N,0,N,0,0,6,7,7,7,N,1,52.2,1,31.5,7,3,N,5,6,7,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,3,0,,Y,8,270,2028,N,2,80.599999999999994,"(43595600, 73012400)"
100116001001161,1,8,0,C3018,5,1,59650,'GOSHEN BROOK            ','  C3018  FH10     ','0.45 MI TO JCT S VT125   ',99.99,0,0,,,43573300,73013800,42,3,3,3,9,2001,2,0,158,2008,9,5.8,0,35,0,1,1,1,1,5,0,0,0,A,1,5,7,1,0,0,1,0,6.6,9.4,10.1,0,0,6.6,7.2,99.99,N,0,N,0,0,8,8,8,6,N,5,54,5,32.4,8,4,N,5,7,7,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,2,0,8,8,0,7,2,0,,Y,8,237,2028,N,0,87.1,"(43573300, 73013800)"
100116001101161,1,8,0,C3021,5,1,59650,'S0. BR. MIDDLEBURY RIV  ','  C3021           ','0.10 MI S OF VT125       ',99.99,0,0,,,43564900,72590700,0,3,3,3,9,2001,2,0,50,2001,9,6.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,1,0,5.6,8.5,9.1,0.1,0.1,5.6,6.1,99.99,N,0,N,0,0,8,8,8,6,N,5,54,5,32.4,8,4,N,5,7,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,2,6,8,8,2,0,,Y,8,70,2021,N,0,98,"(43564900, 72590700)"
