ID,Reporting Agency,Report Number,Date,Street Address,Town,Number,Number1,Number2,Number3,Intersection,Distance From Intersection,Distance Unit,Posted Speed,Direction of Collision,Direction from Intersection,Easting,Northing,Mile Marker,Mile Marker 1,Mile Marker 2,AOT Roadway,AOT Route,AOT Actual Mile,LRS Number,How Mapped,Crash Type,Location 1
179,VTVSP1200,12A300676,02/13/2012,Interstate 89 NB,Middlesex,NO DATA,NO DATA,NO DATA,89,Mm56.6,NO DATA,NO DATA,65,1 - Rear End,NO DATA,487608,197561,890,1210,5660,State System (State Highways and Class I TH links),I-89,56.6,I089-0000,LRS,Injury,"(44.27815094, -72.65520206)"
180,VTVSP1200,12A300685,02/13/2012,I89 NB,Middlesex,NO DATA,NO DATA,NO DATA,89,Exit 9,3,Miles,65,1 - Rear End,South,488602,197160,890,1210,5635,State System (State Highways and Class I TH links),I-89,56.35,I089-0000,LRS,Injury,"(44.27668123, -72.65063560)"
181,VTVSP1200,12A300908,02/25/2012,I89 Mm56NB,Middlesex,NO DATA,NO DATA,NO DATA,89,Exit 9,2,Miles,65,6 - Single Vehicle Crash,South,488096,197357,890,1210,5600,State System (State Highways and Class I TH links),I-89,56,I089-0000,LRS,Property Damage Only,"(44.27461024, -72.64423742)"
182,VTVSP1200,12300068,01/05/2012,I89 NB,Montpelier,NO DATA,NO DATA,NO DATA,89,At Mile Marker,NO DATA,NO DATA,65,6 - Single Vehicle Crash,North,491832,195463,890,1211,5365,State System (State Highways and Class I TH links),I-89,53.65,I089-0000,LRS,Injury,"(44.25950697, -72.60237937)"
183,VTVSP1200,12A300243,01/15/2012,I89 Mm52/90,Montpelier,NO DATA,NO DATA,NO DATA,89,Exit 8,NO DATA,NO DATA,65,6 - Single Vehicle Crash,NO DATA,492582,194292,890,1211,5290,State System (State Highways and Class I TH links),I-89,52.9,I089-0000,LRS,Injury,"(44.25008548, -72.59523217)"
192,VTVSP1200,12A303280,07/28/2012,Interstate 89 NB,Berlin,NO DATA,NO DATA,NO DATA,89,Exit 6 NB On Ramp,0,Miles,65,3 - Same Direction Sideswipe,North,493952,186366,890,1203,4760,State System (State Highways and Class I TH links),I-89,47.43,I089-0000,LRS,Property Damage Only,"(44.17151098, -72.57592318)"
193,VTVSP1200,12A300857,02/24/2012,Mm47 I89 NB,Berlin,NO DATA,NO DATA,NO DATA,89,Exit 6,0,Miles,65,6 - Single Vehicle Crash,North,493179,185521,890,1203,4700,State System (State Highways and Class I TH links),I-89,47,I089-0000,LRS,Property Damage Only,"(44.16688420, -72.57766515)"
194,VTVSP1200,12A304330,10/03/2012,I-89 Mm41/50 NB,Williamstown,NO DATA,NO DATA,NO DATA,89,Mm47/50,NO DATA,NO DATA,65,6 - Single Vehicle Crash,NO DATA,493966,186245,890,1203,4750,State System (State Highways and Class I TH links),I-89,41.5,I089-0000,LRS,Property Damage Only,"(44.09468735, -72.61147319)"
195,VTVSP1200,12A300462,01/27/2012,I89 NB,Brookfield,NO DATA,NO DATA,NO DATA,89,Exit 5 Off Ramp,2,Miles,65,6 - Single Vehicle Crash,South,491435,172938,890,903,3940,State System (State Highways and Class I TH links),I-89,39.4,I089-0000,LRS,Property Damage Only,"(44.06528371, -72.60668840)"
196,VTVSP1200,12A304987,11/21/2012,I89 NB,Brookfield,NO DATA,NO DATA,NO DATA,89,NO DATA,NO DATA,NO DATA,65,6 - Single Vehicle Crash,North,170034,177998,89,903,3635,State System (State Highways and Class I TH links),I-89,36.35,I089-0000,LRS,Injury,"(44.02256582, -72.61626688)"
197,VTVSP1100,12A304374,10/06/2012,I-89 NB,Brookfield,NO DATA,NO DATA,NO DATA,89,MM 36/05,NO DATA,NO DATA,65,1 - Rear End,North,497006,165212,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),I-89,36.05,I089-0000,LRS,Property Damage Only,"(44.01825676, -72.61701093)"
206,VTVSP1100,12D302265,06/06/2012,I89NB,Royalton,NO DATA,NO DATA,NO DATA,89,MM 22/85,10,Feet,65,6 - Single Vehicle Crash,South,492838,148156,890,1416,2285,State System (State Highways and Class I TH links),I-89,22.85,I089-0000,LRS,Property Damage Only,"(43.83415662, -72.58977038)"
207,VTVSP1100,12D300835,02/24/2012,I-89 MM 21/85 NB,Royalton,NO DATA,NO DATA,NO DATA,89,NO DATA,NO DATA,NO DATA,65,6 - Single Vehicle Crash,NO DATA,493877,147054,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),I-89,21.85,I089-0000,LRS,Property Damage Only,"(43.82331049, -72.57555134)"
208,VTVSP1100,12D301840,05/12/2012,I 89 N MM18.6,Royalton,NO DATA,NO DATA,NO DATA,89,I 89 N MM18.6,NO DATA,NO DATA,65,6 - Single Vehicle Crash,NO DATA,497550,146935,890,416,186,State System (State Highways and Class I TH links),I-89,18.6,I089-0000,LRS,Fatal,"(43.82140445, -72.52767366)"
209,VTVSP1100,12D302318,06/08/2012,I89 N,Royalton,NO DATA,NO DATA,NO DATA,89,Exit 3,5,Miles,65,6 - Single Vehicle Crash,South,498352,145758,890,1416,1770,State System (State Highways and Class I TH links),I-89,17.7,I089-0000,LRS,Injury,"(43.81005772, -72.51930215)"
210,VTVSP1100,12D300062,01/06/2012,I 89 N,Royalton,NO DATA,NO DATA,NO DATA,89,NO DATA,NO DATA,NO DATA,65,6 - Single Vehicle Crash,NO DATA,498871,144842,890,1416,1720,State System (State Highways and Class I TH links),I-89,17.2,I089-0000,LRS,Property Damage Only,"(43.80415298, -72.51435049)"
211,VTVSP1100,12D304274,09/23/2012,I-89,Royalton,NO DATA,NO DATA,NO DATA,89,MM 16.4,3,Miles,65,5 - Rear-to-rear,North,499654,143695,890,1416,1640,State System (State Highways and Class I TH links),I-89,16.4,I089-0000,LRS,Property Damage Only,"(43.79456010, -72.50529187)"
220,VTVSP0300,12C101640,03/27/2012,BRUS-4 US Business RT 4,West Rutland,NO DATA,NO DATA,NO DATA,NO DATA,Pleasant St,0,Miles,40,"14 - Left Turn and Thru, Broadside v<--",East,457101,121675,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),0.71,B004-1128,LRS,Property Damage Only,"(43.59364877, -73.03584633)"
221,VTVSP0300,12C106234,11/14/2012,BRUS-4,Rutland Town,NO DATA,NO DATA,4,NO DATA,Simons Ave,212,Feet,35,2 - Head On,West,458369,122728,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),0.56,B004-1120,LRS,Injury,"(43.60341975, -73.01597725)"
222,VT0110200,12RL11726,11/15/2012,BRUS-4 West STreet,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Main Street,NO DATA,NO DATA,30,1 - Rear End,NO DATA,462133,121265,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.94,B004-1119,LRS,Property Damage Only,"(43.60869431, -72.97230679)"
223,VT0110200,12RL03270,04/15/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,North Main Street,NO DATA,NO DATA,30,7 - Other - Explain in Narrative,NO DATA,462133,121265,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.94,B004-1119,LRS,Property Damage Only,"(43.60869431, -72.97230679)"
224,VT0110200,12RL02202,03/17/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,North Main Street,NO DATA,NO DATA,30,2 - Head On,NO DATA,462133,121265,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.94,B004-1119,LRS,Property Damage Only,"(43.60869431, -72.97230679)"
231,VT0110200,12RL10698,10/18/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Wales Street,NO DATA,NO DATA,30,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,461597,122939,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.66,B004-1119,LRS,Property Damage Only,"(43.60810711, -72.97779522)"
232,VT0110200,12RL06137,06/29/2012,BRUS-4 (102 West Street),Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Transit Center,30,Feet,30,1 - Rear End,West,461597,122939,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.59,B004-1119,LRS,Property Damage Only,"(43.60795869, -72.97916753)"
233,VT0110200,12RL09191,09/08/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Cottage Street,NO DATA,NO DATA,30,1 - Rear End,NO DATA,461597,122939,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.59,B004-1119,LRS,Property Damage Only,"(43.60795869, -72.97916753)"
234,VT0110200,12RL07927,08/08/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Cottage Street,NO DATA,NO DATA,30,7 - Other - Explain in Narrative,NO DATA,461592,122939,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.59,B004-1119,LRS,Injury,"(43.60795869, -72.97916753)"
235,VT0110200,12RL08551,08/23/2012,BRUS 4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Cottage Street,NO DATA,NO DATA,30,1 - Rear End,West,461597,122939,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.58,B004-1119,LRS,Property Damage Only,"(43.60793819, -72.97936370)"
242,VT0110200,12RL12633,12/14/2012,BRUS-4 Merchants Row,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,West Street,NO DATA,NO DATA,30,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,461175,123161,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.52,B004-1119,LRS,Property Damage Only,"(43.60782288, -72.98054225)"
243,VT0110200,12RL05958,06/25/2012,BRUS-4 Merchants Row,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,State Street,NO DATA,NO DATA,30,1 - Rear End,NO DATA,461185,123181,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.52,B004-1119,LRS,Injury,"(43.60782288, -72.98054225)"
244,VT0110200,12RL08459,08/21/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Merchants Row,NO DATA,NO DATA,30,1 - Rear End,NO DATA,461175,123161,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.52,B004-1119,LRS,Property Damage Only,"(43.60782288, -72.98054225)"
245,VT0110200,12RL00693,01/26/2012,BRUS 4 Merchants Row,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,West Street,NO DATA,NO DATA,30,"10 - Left Turn and Thru, Angle Broadside -->v--",NO DATA,461175,123161,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.52,B004-1119,LRS,Injury,"(43.60782288, -72.98054225)"
246,VT0110200,12RL00338,01/13/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Merchants Row,NO DATA,NO DATA,30,3 - Same Direction Sideswipe,NO DATA,461175,123161,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.52,B004-1119,LRS,Property Damage Only,"(43.60782288, -72.98054225)"
253,VT0110200,12RL13053,12/28/2012,BRUS-4 State Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Summer Street,NO DATA,NO DATA,30,6 - Single Vehicle Crash,NO DATA,461075,123349,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.35,B004-1119,LRS,Injury,"(43.60922914, -72.98210296)"
254,VT0110200,12RL07101,07/20/2012,BRUS-4 State Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Pine Street,NO DATA,NO DATA,30,1 - Rear End,NO DATA,406963,123320,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.31,B004-1119,LRS,Injury,"(43.60915154, -72.98292544)"
255,VT0110200,12RL08825,08/30/2012,BRUS-4 State Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Pine Street,80,Feet,30,1 - Rear End,West,460963,123320,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.3,B004-1119,LRS,Injury,"(43.60913213, -72.98313106)"
256,VT0110200,12RL13016,12/27/2012,BRUS-4 State Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Pine Street,NO DATA,NO DATA,30,1 - Rear End,NO DATA,460963,123320,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.3,B004-1119,LRS,Injury,"(43.60913213, -72.98313106)"
257,VT0110200,12RL11783,11/17/2012,BRUS-4 State Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Pine Street,NO DATA,NO DATA,30,"12 - Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--",West,460963,123320,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.3,B004-1119,LRS,Property Damage Only,"(43.60913213, -72.98313106)"
258,VTVSP1200,12A302369,06/07/2012,I89SB,Waterbury,NO DATA,NO DATA,NO DATA,89,Exit 10,1,Miles,65,6 - Single Vehicle Crash,North,478400,205503,890,1218,6480,State System (State Highways and Class I TH links),I-89,64.8,I089-0000S,LRS,Property Damage Only,"(44.34870491, -72.77031934)"
259,VT0110200,12RL10793,10/20/2012,BRUS-4 State Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,112 State Street,NO DATA,NO DATA,30,1 - Rear End,West,460963,123320,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.25,B004-1119,LRS,Property Damage Only,"(43.60904400, -72.98416068)"
260,VT0110200,12RL07945,08/08/2012,BRUS 4 (117 State Street),Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,117 State Street,NO DATA,NO DATA,30,3 - Same Direction Sideswipe,NO DATA,460963,123320,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.24,B004-1119,LRS,Property Damage Only,"(43.60902701, -72.98436670)"
261,VT0110200,12RL10405,10/10/2012,BRUS-4 State Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Baxter Street,NO DATA,NO DATA,30,"20 - Right Turn and Thru, Angle Broadside -->^--",NO DATA,460691,123307,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.13,B004-1119,LRS,Property Damage Only,"(43.60892181, -72.98664263)"
262,VT0110200,12RL02037,03/12/2012,BRUS-4 (State Street),Rutland City,NO DATA,NO DATA,BR4,NO DATA,Baxter Street,NO DATA,NO DATA,30,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,460691,123307,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),1.11,B004-1119,LRS,Property Damage Only,"(43.60887835, -72.98705275)"
263,VT0110200,12RL09896,09/26/2012,BRUS-4 State Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Lalor Avenue,NO DATA,NO DATA,30,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,460513,123275,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),0.98,B004-1119,LRS,Property Damage Only,"(43.60856044, -72.98971247)"
264,VT0110200,12RL11700,11/14/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Watkins Avenue,NO DATA,NO DATA,30,1 - Rear End,NO DATA,460097,122946,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),0.6,B004-1119,LRS,Injury,"(43.60557462, -72.99561631)"
265,VT0110200,12RL04410,05/18/2012,BRUS-4 (389 West Street),Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Village Snack Bar,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,459804,122894,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),0.5,B004-1119,LRS,Injury,"(43.60516952, -72.99753864)"
266,VT0110200,12RL09430,09/13/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Victory Auto,NO DATA,NO DATA,30,1 - Rear End,NO DATA,459804,122894,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),0.34,B004-1119,LRS,Property Damage Only,"(43.60448180, -73.00059869)"
267,VT0110200,12RL09326,09/12/2012,BRUS-4 West Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Ripley Road,NO DATA,NO DATA,30,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,459313,122766,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),0.16,B004-1119,LRS,Property Damage Only,"(43.60418065, -73.00416586)"
268,VT0110200,12RL01292,02/16/2012,BRUS-4 (West Street),Rutland City,NO DATA,NO DATA,BR4,NO DATA,Ripley Road,NO DATA,NO DATA,30,2 - Head On,NO DATA,459313,122802,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),WEST RUTLAND-RUTLAND (BR US-4),0.16,B004-1119,LRS,Injury,"(43.60418065, -73.00416586)"
276,VT0120200,1211-12-428435,07/20/2012,BRUS-2 100 State St.,Montpelier,NO DATA,NO DATA,NO DATA,NO DATA,Post Office,100,Feet,25,1 - Rear End,West,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),MONTPELIER (BR US-2),0.32,B002-1211,LRS,Property Damage Only,"(44.26079801, -72.57846802)"
277,VT0120200,2012-420979,03/16/2012,BRUS-2 (109 State Street),Montpelier,NO DATA,NO DATA,BR2,NO DATA,Gov Davis Avenue,5,Feet,30,1 - Rear End,West,493660,195660,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),MONTPELIER (BR US-2),0.27,B002-1211,LRS,Injury,"(44.26101567, -72.57945170)"
278,VT0120200,1211-12-433246,10/05/2012,BRUS-2 State St.,Montpelier,NO DATA,NO DATA,NO DATA,NO DATA,133 State St.,200,Feet,25,2 - Head On,East,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),MONTPELIER (BR US-2),0.19,B002-1211,LRS,Property Damage Only,"(44.26137297, -72.58098074)"
279,VT0120200,432038,09/15/2012,BRUS-2 State St.,Montpelier,NO DATA,NO DATA,NO DATA,NO DATA,Gov. Aiken Ave.,NO DATA,Feet,25,1 - Rear End,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),MONTPELIER (BR US-2),0.15,B002-1211,LRS,Injury,"(44.26154615, -72.58174771)"
280,VT0040100,2012BU029558,11/18/2012,Alt. US-7 Riverside Avenue,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,North Winooski Avenue,20,Feet,25,1 - Rear End,East,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),2.09,A007-0403,LRS,Property Damage Only,"(44.48965387, -73.20580803)"
281,VTVSP1200,12A305369,12/18/2012,Interstate 89 SB,Waterbury,NO DATA,NO DATA,NO DATA,89,Mm61.8,10,Feet,65,6 - Single Vehicle Crash,South,481688,202400,890,1218,6180,State System (State Highways and Class I TH links),I-89,61.8,I089-0000S,LRS,Property Damage Only,"(44.32206480, -72.73018608)"
288,VT0040100,2012BU031502,12/13/2012,Alt. US-7 (336 N Winooski Ave),Burlington,NO DATA,NO DATA,NO DATA,NO DATA,N Winooski Ave,75,Feet,25,7 - Other - Explain in Narrative,North,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),2,A007-0403,LRS,Property Damage Only,"(44.48871167, -73.20694693)"
289,VT0040100,2012BU032273,12/23/2012,Alt. US-7 N Winooski Avenue,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Archibald Street,20,Feet,25,1 - Rear End,North,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.93,A007-0403,LRS,Property Damage Only,"(44.48797651, -73.20782975)"
290,VT0040100,2012BU016980,07/10/2012,Alt. US-7 N Winooski Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Archibald St,NO DATA,NO DATA,25,"11 - Left Turn and Thru, Head On ^v--",NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.93,A007-0403,LRS,Property Damage Only,"(44.48797651, -73.20782975)"
291,VT0040100,2012BU016031,07/01/2012,Alt. US-7 (267 N Winooski),Burlington,NO DATA,NO DATA,NO DATA,NO DATA,267 N Winooski Ave,NO DATA,NO DATA,25,1 - Rear End,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.87,A007-0403,LRS,Property Damage Only,"(44.48734518, -73.20858453)"
292,VT0040100,2012BU003986,02/15/2012,ALTUS-7 (250 N Winooski Ave),Burlington,NO DATA,NO DATA,A7,NO DATA,N Union St,200,Feet,25,3 - Same Direction Sideswipe,East,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.83,A007-0403,LRS,Property Damage Only,"(44.48692529, -73.20908932)"
299,VT0040100,2012BU026485,10/14/2012,Alt. US-7 No Winooski Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Grant,NO DATA,NO DATA,25,1 - Rear End,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.45,A007-0403,LRS,Property Damage Only,"(44.48228994, -73.21131621)"
300,VT0040100,2012BU08794,04/13/2012,Alt. US-7 (16 N Winooski Ave),Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Pearl St,100,Feet,25,2 - Head On,North,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.36,A007-0403,LRS,Property Damage Only,"(44.48104462, -73.21124273)"
301,VT0040100,2012BU011431,05/15/2012,Alt. US-7 (14 N Winooski Ave),Burlington,NO DATA,NO DATA,NO DATA,NO DATA,N Winooski Ave,NO DATA,NO DATA,25,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.36,A007-0403,LRS,Property Damage Only,"(44.48104462, -73.21124273)"
302,VT0040100,2012BU028703,11/08/2012,Alt. US-7 N Winooski Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Pearl St,60,Feet,25,6 - Single Vehicle Crash,North,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.33,A007-0403,LRS,Injury,"(44.48062946, -73.21121971)"
303,VT0040100,2012BU018814,07/29/2012,Alt. US-7 N Winooski Ave/Pearl St,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,N Winooski Ave,5,Feet,25,"10 - Left Turn and Thru, Angle Broadside -->v--",West,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.32,A007-0403,LRS,Injury,"(44.48049097, -73.21121767)"
304,VT0040100,2012BU010498,05/04/2012,Alt. US-7 S Winooski Ave,Burlington,NO DATA,NO DATA,NO DATA,NO DATA,Pearl St,2,Feet,25,1 - Rear End,South,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),BURLINGTON (ALTERNATE US-7),1.32,A007-0403,LRS,Injury,"(44.48049097, -73.21121767)"
