Year,FSCS ID,Town,Library,Mailing Address,Street Address,County,Phone Number,Hours per Week,FY Ends,Population,Hours MLS,ALA MLS,Hours Librarian,FTE Librarians,Hours other,Other Staff,Total Hours,Total FTE,Weekly Volunteer Hrs,Square Feet,Cap. Revenue - Local Taxes,Cap. Revenue - State,Cap. Revenue - Federal, Cap. Revenue - Other ,Total Cap. Revenue , Local Tax , Per Capita Tax ,Other Income, Total Income , State Grant  , Federal Grant , Other Grant , Total Grants , Fee Revenue, Book Expense , E Expense, AV Expense,Total Media Expense , Per Capita Expense, Salaries , Employee Benefits , Total Staff Expense , Other Expense , Total Operating Expense , PC Total Expense ,Grant Expense, Capital Expense ,Adult Books,Juvenile Books,Books,Per Capita Books,E Books,Adult Video,Juvenile Video,Video,Adult Audio,Juvenile Audio,Audio,Total Holdings,Adult Subscriptions,Juvenile Subscriptions,Subscriptions,Databases,E serials,Adult Borrowers,Juvenile Borrowers,Borrowers,% of population who borrow,Visits,Per Capita Visits,Reference Trans.,Per Capita Reference Trans.,Adult Circulation,Juvinile Circulation,Total Circulation,Per Capita Circulation,Collection Turnover,Library Loans Out,Library Loans In,Adult Programs,Juvenile Programs,Young Adult Programs,Total Programs,Adult Prog. Attend.,Juvenile Prog. Attend.,Young Adult Prog. Attend.,Total Program Attendance,Per Capita Prog. Attend.,Home Deliveries,Day Care Deliveries,Other Deliveries,Number of Computers,Public Computers,Computer Trained,Computer Users per Week,Wireless Users per Week,Internet Type,filtered?,Name of filtering program,Meets Standards?,Library Type,Automated?,Automation Vendor,Location 1,ZIP+4,Web address,City
2011-2012,VT0191,WINDSOR,Windsor Public,43 State St.,43 State St.,Windsor,(802) 674-2556,35,12/31/2011,3575,32,0.7875,56,1.3875,22,0.55,78,1.9375,37,3600,$0.00,$5400.00,$0.00,$11100.00,$16500.00,$64000.00,$17.90,$28727.00,$93227.00,$200.00,$15713.00,$0.00,$15913.00,$500.00,$11713.00,N/A,$1019.00,$12732.00,$3.56,$53261.00,$4770.00,$58031.00,$32775.00,$103538.00,$28.96,$0.00,"$16,000 ",10899,5679,16578,4.64,0,202,366,568,340,128,468,17614,28,6,34,2,0,N/A,N/A,741,20.73%,15808,4.42,832,0.23,9960,8278,18238,5.1,1.04%,256,293,36,170,7,213,98,2632,63,2793,0.78,189,0,0,11,8,75,45,8,high speed,No,N/A,y-86,Incorporated,Yes,koha,"43 State St.
Windsor, VT 05089
(43.4805225450005, -72.38846438699966)",1213,windsorlibrary.org,Windsor
2007-2008,,RICHFORD,Arvin A. Brown Public,88 Main St.,88 Main St.,Franklin,8028483313,28,12/31/2007,3913,30,0.75,30,0.75,9,0.23,39,0.98,na,2750, $- , $- , $- , $- , $- ,$48532.00,$12.40,$2560.00,$51092.00, $- , $- ,$3250.00,$3250.00,$248.00,$5696.00,$270.00,$615.00,$6581.00,$1.68,$24139.00,$6717.00,$30856.00,$14223.00,$51660.00,$13.20, $- , $- ,7766,5124,12890,3.29,0,na,na,1327,na,na,205,14422,na,na,88,19,0,na,na,1038,26.5%,8424,2.15,na,na,8687,4047,12734,3.25,0.88%,43,83,9,17,,26,44,366,,410,0.1,0,0,na,7,4,na,45,na,high speed,no,,86,,,,"88 Main St.
Richford, VT 05476
(44.9950316230005, -72.67298973899966)",66,www.aabrown.org,Richford
2011-2012,VT0077,IRASBURG,Leach Public,PO Box 178,130 Park Ave.,Orleans,(802) 754-2526,N/R,N/R,1324,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,0,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,0,N/R,N/R,N/R,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,no app.,N/R,N/R,N/R,"130 Park Ave.
Irasburg, VT 05849
(44.80288147100049, -72.27829179399964)",87,N/R,Irasburg
2007-2008,,NORTH HERO,North Hero Public,PO Box 187,3195 US Rte 2,Grand Isle,8023725484,14,06/30/2008,905,0,0,18,0.45,0,0,18,0.45,14,1250, $- , $- , $- , $- , $- ,$41675.00,$46.05,$24242.00,$65917.00, $- ,$50.00,$2450.00,$2500.00, $- ,$3093.00, $- ,$1512.00,$4605.00,$5.09,$19276.00,$3308.00,$22584.00,$11959.00,$39148.00,$43.26,$2291.00, $- ,5329,3000,8329,9.2,0,400,212,612,375,60,435,9376,20,2,22,20,0,585,10,595,65.7%,18616,20.57,na,na,6000,600,6600,7.29,0.7%,12,54,428,10,,438,7072,120,,7192,7.95,0,na,na,5,4,2,10,10,high speed,no,,,,,,"3195 US Rte 2
North Hero, VT 05474
(44.81178112500049, -73.29217954099965)",187,,North Hero
2010-2011,VT0130,ROXBURY,Roxbury Free,PO Box 95,1491 Roxbury Rd.,Washington,(802) 485-6860,15.15,06/30/2011,691,0,0,10,0.25,0,0,10,0.25,14,690,$0.00,$0.00,$0.00,$0.00,$0.00,$12000.00,$17.37,$4646.00,$16646.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2290.00,N/A,N/A,$2290.00,$3.31,$8540.00,$0.00,$8540.00,$5105.00,$15935.00,$23.06,$0.00,$0 ,2650,2700,5350,7.74,0,110,55,165,115,55,170,5685,6,0,6,1,0,N/A,N/A,297,42.98%,2288,3.31,104,0.15,N/A,N/A,2938,4.25,0.52%,5,80,N/A,N/A,N/A,85,N/A,N/A,N/A,825,1.19,10,3,30,0,3,2,20,12,8,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,No,N/A,"1491 Roxbury Rd.
Roxbury, VT 05669
(44.093448570000476, -72.73309558999966)",95,N/A,Roxbury
2010-2011,VT0062,GRAFTON,Grafton Public,PO Box 129,204 Main St.,Windham,(802) 843-2404,30,06/30/2011,679,0,0,30,0.75,4,0.1,34,0.85,20,2700,$0.00,$0.00,$0.00,$6832.00,$6832.00,$1300.00,$1.91,$14715.00,$16015.00,$100.00,$40.00,$6930.00,$7070.00,N/A,$5785.00,$0.00,$911.00,$6696.00,$9.86,$22917.00,$1944.00,$24861.00,$13209.00,$44766.00,$65.93,$1583.00,"$7,052 ",5425,2546,7971,11.74,0,341,172,513,333,32,365,8849,16,0,16,22,0,1022,177,1199,176.58%,7176,10.57,780,1.15,2871,1908,4779,7.04,0.54%,8,205,36,48,0,84,596,565,0,1161,1.71,39,15,0,0,3,2,3,7,7,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,No,N/A,"204 Main St.
Grafton, VT 05146
(43.17187370400046, -72.60714429299964)",129,www.graftonpubliclibrary.org,Grafton
2008-2009,VT0206,CLARENDON,Bailey Memorial,PO Box 90,111 Moulton Ave.,Rutland,(802) 747-7743,29,12/31/2007,2894,0,0,20,0.5,15,0.38,35,0.88,5,1577,$21000.00,$0.00,$0.00,$0.00,$21000.00,$21000.00,$7.26,$0.00,$21000.00,,,,$0.00,$0.00,N/A,N/A,N/A,$2104.00,$0.73,$12178.00,$2317.00,$14495.00,$2871.00,$19470.00,$6.73,$0.00,$0 ,7080,6106,13186,4.56,0,510,0,510,316,0,316,14012,10,1,11,0,0,1205,300,1505,52%,6864,2.37,13,0,3452,730,4182,1.45,29.85%,2,0,1,4,N/A,5,30,40,0,70,0.02,0,0,0,2,2,3,17,0,high speed,Yes,comcast,No,Incorporated,No,na,"111 Moulton Ave.
N. Clarendon, VT 05759
(43.56473169600048, -72.96807770899966)",90,N/A,N. Clarendon
2007-2008,,BENNINGTON,Bennington Free,101 Silver St.,101 Silver St.,Bennington,8024429051,48,06/30/2008,18234,80,2,80,2,248,6.2,328,8.2,40,11511, $- , $- , $- , $- , $- ,$331971.00,$18.21,$120616.00,$452587.00,$5000.00,$1048.00,$12525.00,$18573.00,$1404.00, na , na , na ,$56185.00,$3.08,$267870.00,$31021.00,$298891.00,$97511.00,$452587.00,$24.82,$16489.00, $- ,49425,16818,66243,3.63,0,2330,702,3032,5750,904,6654,75929,141,18,159,19,0,4239,1116,5355,29.4%,86580,4.75,16692,0.92,57219,30699,87918,4.82,1.16%,544,373,14,196,,210,450,12714,,13164,0.72,0,550,0,33,22,626,279,na,high speed,yes,cybersitter,98,,,,"101 Silver St.
Bennington, VT 05201
(42.87796545200047, -73.19378802399967)",2868,www.benningtonfreelibrary.org,Bennington
2011-2012,VT0103,NEWBURY,Tenney Memorial,PO Box 85 ,4886 Main St. S,Orange,(802) 866-5366,20,12/31/2011,1170,0,0,25,0.625,0,0,25,0.625,6,2720,$0.00,$0.00,$0.00,$0.00,$0.00,$14000.00,$11.97,$18321.00,$32321.00,$0.00,$55.00,$0.00,$55.00,N/A,N/A,N/A,N/A,$6076.00,$5.20,N/A,N/A,$20802.00,$18838.00,$45716.00,$39.09,$0.00,$0 ,N/A,N/A,14000,11.97,0,N/A,N/A,600,N/A,N/A,220,14820,13,0,13,24,0,208,N/A,208,17.79%,4680,4,728,0.62,6800,1200,8000,6.84,0.54%,N/A,200,6,N/A,N/A,6,N/A,180,N/A,180,0.15,N/A,N/A,N/A,6,4,N/A,25,6,high speed,No,N/A,y-86,Incorporated,No,N/A,"4886 Main St. S
Newbury, VT 05051
(44.08021397800047, -72.05636897499966)",85,http://tenneymemoriallibrary.org/,Newbury
2010-2011,VT0125,READSBORO,Readsboro Community,301 Phelps Ln.,301 Phelps Ln.,Bennington,(802) 423-5460,30.8,12/31/2010,763,0,0,26,0.65,19,0.48,45,1.13,2,924,$0.00,$0.00,$0.00,$0.00,$0.00,$21907.00,$28.71,$395.00,$22302.00,$0.00,$50.00,$0.00,$50.00,$0.00,$1235.00,$242.00,$32.00,$1509.00,$1.98,$15962.00,$1198.00,$17160.00,$3271.00,$21940.00,$28.75,$0.00,$0 ,N/A,N/A,7588,9.94,0,N/A,N/A,615,N/A,N/A,300,8503,9,6,15,23,0,78,80,158,20.71%,5252,6.88,4056,5.32,2279,2878,5157,6.76,0.61%,16,18,6,36,0,42,178,224,0,402,0.53,4,49,24,0,5,5,10,74,10,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",Children Only,Sonic Wall,Community (joint school-public),Yes,Follett,"301 Phelps Ln.
Readsboro, VT 05350
(42.771405882000465, -72.94067284099964)",248,www.readsborocommunitylibrary.org,Readsboro
2007-2008,,FAIRLEE,Fairlee Public,PO Box 125,221 US Rte 5 N,Orange,8023334716,24,12/31/2007,1008,0,0,30,0.75,15.5,0.39,45.5,1.14,18,2764, $- , $- , $- , $- , $- ,$56168.00,$55.72,$3227.00,$59395.00, $- ,$252.00,$600.00,$852.00, $- ,$8512.00,$71.00, $- ,$8583.00,$8.51,$28496.00,$2020.00,$30516.00,$20103.00,$59202.00,$58.73,$852.00, $- ,na,na,12913,12.81,0,na,na,417,na,na,298,13628,45,2,47,20,0,na,na,1297,128.7%,7022,6.97,454,0.45,5393,3864,9257,9.18,0.68%,121,585,37,50,,87,403,464,,867,0.86,16,0,7,3,2,10,16,na,dialup,no,,E86,,,,"221 US Rte 5 N
Fairlee, VT 05045
(43.90597548700049, -72.14603351599965)",125,fairleelibrary.org/,Fairlee
2007-2008,,BETHEL,Bethel Public,PO Box 354,106 Main St.,Windsor,8022345036,15,09/30/2008,1940,0,0,15,0.38,0,0,15,0.38,0, na , $- , $- , $- , $- , $- ,$500.00,$0.26,$32261.00,$32761.00, $- , $- , $- , $- , $- ,$3858.00, $- , $- ,$3858.00,$1.99,$12288.00,$969.00,$13257.00,$13294.00,$30409.00,$15.67, $- ,"$7,183 ",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,,na,na,na,na,na,2,2,na,20,na,high speed,,,none,,,,"106 Main St.
Bethel, VT 05032
(43.82977294500046, -72.63184041699964)",354,,Bethel
2009-2010,VT0084,LONDONDERRY,South Londonderry Free,PO Box 95,15 Old School St.,Windham,(802) 824-3371,21,12/31/2009,1951,0,0,20,0.5,3,0.08,23,0.58,22,1732,$0.00,$0.00,$0.00,$0.00,$0.00,$9000.00,$4.61,$45000.00,$54000.00,$100.00,$50.00,$0.00,$150.00,$0.00,$3500.00,$0.00,$500.00,$4000.00,$2.05,$19300.00,$2400.00,$21700.00,$28300.00,$54000.00,$27.68,$0.00,$0 ,14100,4200,18300,9.38,0,200,400,600,440,70,510,19410,35,4,39,18,0,N/A,N/A,1050,53.82%,2860,1.47,260,0.13,5300,2000,7300,3.74,0.38%,25,175,6,15,2,23,83,409,47,539,0.28,3,15,0,7,5,3,24,9,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,y-86,Incorporated,No,n/a,"15 Old School St.
S. Londonderry, VT 05155
(43.19087902500047, -72.81245120499966)",95,londonderryvt.org,S. Londonderry
2010-2011,VT0191,WINDSOR,Windsor Public,43 State St.,43 State St.,Windsor,(802) 674-2556,33.23,12/31/2010,3553,18,0.45,45,1.13,4,0.1,49,1.23,40,3600,$0.00,$0.00,$0.00,$0.00,$0.00,$62800.00,$17.68,$17228.00,$80728.00,$100.00,$80.00,$350.00,$530.00,$700.00,$9200.00,$804.00,N/A,$10004.00,$2.82,$44879.00,$3891.00,$48770.00,$23537.00,$82311.00,$23.17,$180.00,$0 ,N/A,N/A,18000,5.07,0,N/A,N/A,500,N/A,N/A,600,19100,30,4,34,24,0,2843,252,3095,87.11%,14352,4.04,936,0.26,7511,7206,14717,4.14,0.77%,51,270,33,156,5,194,212,2272,25,2509,0.71,22,124,0,0,5,2,15,43,7,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Incorporated,No,N/A,"43 State St.
Windsor, VT 05089
(43.4805225450005, -72.38846438699966)",1213,windsorlibrary.org,Windsor
2008-2009,VT0014,BENNINGTON,Bennington Free,101 Silver St.,101 Silver St.,Bennington,(802) 442-9051,40,06/30/2009,17945,50,1.25,90,2.25,255,6.38,345,8.63,37,11511,$0.00,$0.00,$0.00,$0.00,$0.00,$348612.00,$19.43,$138414.00,$487026.00,$619.00,$100.00,$5650.00,$6769.00,$1397.00,N/A,N/A,N/A,$44417.00,$2.48,$224406.00,$39058.00,$263464.00,$139311.00,$447192.00,$24.92,$6392.00,$0 ,48590,16740,65330,3.64,0,2548,803,3351,6598,1138,7736,76417,130,19,149,24,0,4787,1404,6191,34.5%,92456,5.15,281,0.02,56030,32291,88321,4.92,115.58%,524,380,11,191,N/A,202,325,13598,N/A,13923,0.78,0,422,0,28,19,643,240,N/A,high speed,Yes,Cyber Sitter,98,Incorporated,Yes,TLC,"101 Silver St.
Bennington, VT 05201
(42.87796545200047, -73.19378802399967)",2868,benningtonfreelibrary.org,Bennington
2010-2011,VT0036,CHELSEA,Chelsea Public,PO Box 67,296 Rte. 110,Orange,(802) 685-2188,23,12/31/2010,1238,20,0.5,20,0.5,9,0.23,29,0.73,5,882,$0.00,$0.00,$0.00,$0.00,$0.00,$22000.00,$17.77,$17709.00,$39709.00,$2000.00,$50.00,$0.00,$2050.00,$0.00,$5054.00,$588.00,$405.00,$6047.00,$4.88,$20666.00,$1726.00,$22392.00,$16957.00,$45396.00,$36.67,$2008.00,$0 ,4397,3644,8041,6.5,0,1410,267,1677,382,65,447,10165,40,2,42,24,0,N/A,N/A,679,54.85%,6760,5.46,624,0.5,7244,2911,10155,8.2,1%,11,429,10,23,0,33,118,176,0,294,0.24,1,0,0,0,6,4,260,55,35,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,Yes,Destiny,"296 Rte. 110
Chelsea, VT 05038
(43.98917315200049, -72.44766354599966)",67,chelsealibrary.thruhere.net,Chelsea
2010-2011,VT0081,JOHNSON,Johnson Public,PO Box 601,7 Library Dr.,Lamoille,(802) 635-7141,32,06/30/2011,3446,0,0,26,0.65,5,0.13,31,0.78,2,2400,$2558.00,$0.00,$0.00,$0.00,$2558.00,$49707.00,$14.42,$15251.00,$64958.00,$1100.00,$0.00,$11750.00,$12850.00,$0.00,$4810.00,$312.00,$1509.00,$6631.00,$1.92,$43038.00,$13326.00,$56364.00,$8048.00,$71043.00,$20.62,$3663.00,$0 ,5200,4500,9700,2.81,2,125,130,255,375,125,500,10455,36,2,38,1,0,0,0,750,21.76%,11700,3.4,936,0.27,N/A,N/A,N/A,2.92,0.96%,50,216,12,69,14,95,215,1420,493,2128,0.62,85,1,4,0,7,5,0,125,20,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,0,Municipal,Yes,KOHA,"7 Library Dr.
Johnson, VT 05656
(44.63468346900049, -72.68199068699965)",601,N/A,Johnson
2008-2009,VT0106,NEW HAVEN,New Haven Community,PO Box 85 ,78 North St.,Addison,(802) 453-4015,0,09/30/2008,1829,0,0,30,0.75,0,0,30,0.75,30,977,$0.00,$0.00,$0.00,$0.00,$0.00,$38458.00,$21.03,$2081.00,$40539.00,,,,$0.00,N/A,$4601.00,$454.00,$0.00,$5055.00,$2.76,$28819.00,$0.00,$28819.00,$5280.00,$39154.00,$21.41,$10128.00,"$10,128 ",6577,2394,8971,4.9,0,584,123,707,411,28,439,10117,12,2,14,21,0,396,169,565,30.89%,6292,3.44,35,0.02,3136,3877,7013,3.83,69.32%,78,113,39,70,21,130,187,1027,135,1349,0.74,0,60,0,5,4,45,60,35,high speed,No,N/A,86,Municipal,Yes,Spectrum/Sagebrush,"78 North St.
New Haven, VT 05472
(44.125977194000484, -73.15384405799966)",85,N/A,New Haven
2009-2010,VT0180,WESTMINSTER,Butterfield,PO Box 123,3534 US Rte. 5,Windham,(802) 722-4891,15,07/01/1905,3221,0,0,17,0.43,3,0.08,20,0.5,0,180,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17410.00,$17410.00,$0.00,$0.00,$1189.00,$1189.00,$0.00,N/A,N/A,N/A,$6199.00,$1.92,$9188.00,$703.00,$9891.00,$0.00,$16090.00,$5.00,$0.00,$0 ,N/A,N/A,0,0,0,114,52,166,549,73,622,622,36,2,38,0,0,N/A,N/A,652,20.24%,3952,1.23,260,0.08,4023,818,4841,1.5,7.78%,7,91,N/A,N/A,0,0,0,39,0,39,0.01,6,0,0,2,1,0,6,2,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,No,Incorporated,No,n/a,"3534 US Rte. 5
Westminster, VT 05158
(43.06745615800048, -72.45894978499967)",123,westmnsterpl@vals.state.vt.us,Westminster
2007-2008,,MANCHESTER,Mark Skinner,PO Box 438,48 West Rd.,Bennington,8023622607,38,07/31/2008,4282,80,2,180,4.5,10,0.25,190,4.75,10,7725, $- , $- , $- , $- , $- ,$144000.00,$33.63,$153527.00,$297527.00,$3500.00,$550.00,$2500.00,$6550.00,$8544.00,$20080.00,$190.00,$8450.00,$28720.00,$6.71,$135640.00,$34347.00,$169987.00,$98820.00,$297527.00,$69.48,$3050.00,"$26,413 ",13628,5447,19075,4.45,0,771,147,918,711,84,795,20788,42,0,42,19,0,2100,513,2613,61%,5044,1.18,6500,1.52,35836,10809,46645,10.89,2.24%,59,660,35,94,,129,1570,2291,,3861,0.9,160,32,0,17,8,93,205,50,high speed,no,,86,,,,"48 West Rd.
Manchester, VT 05254
(43.16422834100047, -73.07200254199967)",438,markskinnerlibrary.org,Manchester
2010-2011,VT0056,FAIRFIELD,Bent Northrup Memorial,57 Park St.,57 Park St.,Franklin,(802) 827-3945,25.5,12/31/2010,1891,0,0,30,0.75,0,0,30,0.75,1,3449,$490553.00,$0.00,$0.00,$0.00,$490553.00,$9000.00,$4.76,$2820.00,$11820.00,$0.00,$50.00,$500.00,$550.00,$0.00,$5283.00,$758.00,$275.00,$6316.00,$3.34,$27805.00,$1965.00,$29770.00,$12200.00,$48286.00,$25.53,$550.00,"$490,553 ",n/a,n/a,18048,9.54,0,0,0,0,96,N/A,192,18240,14,1,15,24,0,N/A,N/A,994,52.56%,3224,1.7,364,0.19,N/A,N/A,9341,4.94,0.51%,15,112,16,71,3,90,171,668,30,869,0.46,28,0,5,0,14,12,N/A,N/A,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",Yes,OpenDNS,Municipal,Yes,Follett Destiny,"57 Park St.
Fairfield, VT 05455
(44.80059911400048, -72.94823529599967)",5408,www.bentnorthrop.org,Fairfield
2007-2008,,WATERVILLE,Waterville Town,1555 Lapland Rd.,1555 Lapland Rd.,Lamoille,,,,680,,0,,0,,0,0,0,,1000,,,,, $- ,, $-   ,, $- ,,,, $- ,,,,, $- , $-   ,,, $- ,, $- , $-   ,, $- ,,,0,0,,,,0,,,0,0,,,0,,,,,0,0%,,0,,0,,,0,0,na,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,"1555 Lapland Rd.
Waterville, VT 05492
(44.71638048700049, -72.77679911899963)",,,Waterville
2009-2010,VT0090,MANCHESTER,Mark Skinner,PO Box 438,48 West Rd.,Bennington,(802) 362-2607,38,07/31/2010,4267,95,2.38,185,4.63,10,0.25,195,4.88,12,7725,$0.00,$0.00,$0.00,$0.00,$0.00,$147600.00,$34.59,$225164.00,$372764.00,$0.00,$2800.00,$0.00,$2800.00,$8865.00,$21831.00,$1475.00,$10081.00,$33387.00,$7.82,$143000.00,$38669.00,$181669.00,$157708.00,$372764.00,$87.36,$0.00,"$24,765 ",12897,5638,18535,4.34,0,1101,158,1259,759,99,858,19393,37,0,37,23,0,2765,751,3516,82.4%,51584,12.09,7280,1.71,41079,12588,53667,12.58,2.77%,427,590,49,126,0,175,1360,2908,0,4268,1,185,32,0,18,9,3,175,33,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,No,Incorporated,Yes,Follett Destiny,"48 West Rd.
Manchester, VT 05254
(43.16422834100047, -73.07200254199967)",438,markskinnerlibrary.org,Manchester
2011-2012,VT0199,"HARTFORD, WEST",West Hartford,PO Box 26,5133 Rte. 14,Windsor,(802) 295-7992,N/R,N/R,700,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,1500,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,0,N/R,N/R,N/R,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,no app.,N/R,N/R,N/R,"5133 Rte. 14
West Hartford, VT 05084
(43.71250218500046, -72.41741609399963)",26,N/R,West Hartford
2011-2012,VT0034,CAVENDISH,Cavendish Fletcher Community,PO Box 266,573 Main St.,Windsor,(802) 226-7503,43.01923077,06/30/2012,1430,0,0,38,0.95,17,0.425,55,1.375,5,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$33800.00,$23.64,$6974.00,$40774.00,$100.00,$40.00,$2000.00,$2140.00,N/A,$4622.00,$460.00,$1331.00,$6413.00,$4.48,$49797.00,$7620.00,$57417.00,$4597.00,$68427.00,$47.85,$1717.00,$0 ,N/A,N/A,12974,9.07,120,N/A,N/A,693,236,72,308,13975,N/A,N/A,34,25,0,947,110,1057,73.92%,21424,14.98,780,0.55,N/A,N/A,9023,6.31,0.65%,24,82,12,142,0,154,264,1185,0,1449,1.01,0,37,0,10,9,48,72,34,high speed,Children Only,sonic wall,y-86,Community (joint school-public),Yes,Follett Destiny,"573 Main St.
Proctorsville, VT 05153
(43.383584544000485, -72.63697601699965)",266,www.cavendishlibrary.org,Proctorsville
2009-2010,VT0192,WINHALL,Winhall Memorial,PO Box 738,2 Lower Taylor Hill Rd.,Bennington,(802) 297-9741,6.31,06/30/2010,955,0,0,0,0,0,0,0,0,0,800,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0 ,5000,500,5500,5.76,0,0,0,0,0,0,0,5500,0,0,0,0,,1235,168,1403,146.91%,0,0,0,0,N/A,N/A,0,0,0%,0,0,1,2,0,3,50,12,0,62,0.06,10,0,0,1,1,1,3,0,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",0,0,N/A,Municipal,No,0,"2 Lower Taylor Hill Rd.
Bondville, VT 05340
(43.16947130500046, -72.91855698399962)",738,N/A,Bondville
2010-2011,VT0122,PUTNEY,Putney Public,55 Main St.,55 Main St.,Windham,(802) 387-4407,40.5,06/30/2011,2702,0,0,32,0.8,56,1.4,88,2.2,0,4200,$0.00,$0.00,$0.00,$0.00,$0.00,$104161.00,$38.55,$29767.00,$139588.00,$0.00,$104.00,$0.00,$104.00,$5660.00,$8080.00,$350.00,$2983.00,$11413.00,$4.22,$68471.00,$28448.00,$96919.00,$44208.00,$152540.00,$56.45,$0.00,$0 ,N/A,N/A,21368,7.91,0,N/A,N/A,2600,N/A,N/A,0,23968,16,2,18,24,0,N/A,N/A,1775,65.69%,52000,19.25,3224,1.19,N/A,N/A,31222,11.56,1.3%,65,510,56,42,N/A,98,N/A,N/A,N/A,0,0,36,14,4,N/A,13,7,N/A,250,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,Yes,Follett,"55 Main St.
Putney, VT 05346
(42.96954338800049, -72.52244834999965)",8318,http;//home.svcable.net/putpub,Putney
2008-2009,VT0169,WARDSBORO,Wardsboro Free Public,PO Box 157,170 Main St.,Windham,(802) 896-6988,20,06/30/2009,1073,0,0,21,0.53,6,0.15,27,0.68,10,964,$0.00,$0.00,$0.00,$0.00,$0.00,$24800.00,$23.11,$10209.00,$35009.00,$50.00,,,$50.00,$0.00,$3965.00,$0.00,$194.00,$4159.00,$3.88,$22800.00,$1445.00,$24245.00,$6641.00,$35045.00,$32.66,$0.00,N/A,4245,3907,8152,7.6,0,463,388,851,392,194,586,9589,15,5,20,16,0,965,211,1176,109.6%,6344,5.91,31,0.03,N/A,N/A,5132,4.78,53.52%,21,214,N/A,N/A,N/A,56,N/A,N/A,N/A,1157,1.08,24,0,14,5,4,135,41,5,high speed,No,N/A,98,Municipal,No,na,"170 Main St.
Wardsboro, VT 05355
(43.043105881000486, -72.79006450599962)",157,wardsboro@vals.state.vt.us,Wardsboro
